job_id,subtime,start_time,finish_time,waiting_time
1,0,0.0,1451.0,0.0
2,1460,1460.0,5186.0,0.0
3,5198,5198.0,6265.0,0.0
4,6269,6269.0,17196.0,0.0
5,17201,17201.0,20128.0,0.0
57,25574,28274.0,28284.0,2700.0
59,26613,29313.0,30029.0,2700.0
60,27331,30031.0,30038.0,2700.0
76,30304,30304.0,30480.0,0.0
62,27989,30689.0,30698.0,2700.0
77,30542,30542.0,30702.0,0.0
61,27968,30668.0,30737.0,2700.0
63,28043,30743.0,30752.0,2700.0
80,30931,30931.0,31160.0,0.0
85,31316,31316.0,31370.0,0.0
86,31345,31345.0,31582.0,0.0
87,31658,31658.0,31707.0,0.0
65,28255,30955.0,31839.0,2700.0
90,31829,31829.0,31886.0,0.0
89,31823,31823.0,31927.0,0.0
92,31929,31929.0,31936.0,0.0
93,32058,32058.0,32239.0,0.0
72,29539,32239.0,32314.0,2700.0
74,29616,32316.0,32331.0,2700.0
95,32289,32289.0,32432.0,0.0
96,32435,32435.0,32442.0,0.0
97,32463,32463.0,32522.0,0.0
102,32702,32702.0,32716.0,0.0
104,32974,32974.0,33025.0,0.0
106,33114,33114.0,33124.0,0.0
107,33200,33200.0,33252.0,0.0
91,31888,34588.0,34607.0,2700.0
121,34673,34673.0,34681.0,0.0
119,34546,34673.0,34708.0,127.0
124,35269,35269.0,35276.0,0.0
109,33656,36356.0,36503.0,2700.0
110,33806,36506.0,36525.0,2700.0
98,32513,32513.0,36547.0,0.0
111,33820,36520.0,36580.0,2700.0
133,36027,36547.0,36600.0,520.0
142,36716,36716.0,37006.0,0.0
115,34421,37121.0,37142.0,2700.0
128,35663,36503.0,37230.0,840.0
135,36149,37230.0,37350.0,1081.0
136,36204,37230.0,37363.0,1026.0
138,36451,37350.0,37516.0,899.0
141,36709,37516.0,37667.0,807.0
151,37439,38014.0,38085.0,575.0
156,37826,38085.0,38154.0,259.0
117,34471,38014.0,38214.0,3543.0
160,38147,38154.0,38224.0,7.0
140,36641,37516.0,38301.0,875.0
127,35593,38293.0,38303.0,2700.0
126,35572,38272.0,38335.0,2700.0
146,37087,38301.0,38424.0,1214.0
147,37304,38301.0,38453.0,997.0
154,37562,38453.0,38589.0,891.0
163,38716,38716.0,38723.0,0.0
155,37701,38589.0,38761.0,888.0
144,36965,38214.0,38807.0,1249.0
122,34856,38132.0,38864.0,3276.0
137,36396,39096.0,39104.0,2700.0
157,37877,38761.0,39327.0,884.0
159,37905,38807.0,39614.0,902.0
170,40045,40045.0,40048.0,0.0
150,37436,40136.0,40165.0,2700.0
