job_id,subtime,start_time,finish_time,waiting_time
1,0,0.0,1451.0,0.0
2,1460,1460.0,5186.0,0.0
3,5198,5198.0,6265.0,0.0
4,6269,6269.0,17196.0,0.0
5,17201,17201.0,20128.0,0.0
57,25574,28274.0,28284.0,2700.0
59,26613,29313.0,30029.0,2700.0
60,27331,30031.0,30038.0,2700.0
76,30304,30304.0,30480.0,0.0
62,27989,30689.0,30698.0,2700.0
77,30542,30542.0,30702.0,0.0
61,27968,30668.0,30737.0,2700.0
63,28043,30743.0,30752.0,2700.0
80,30931,30931.0,31160.0,0.0
85,31316,31316.0,31370.0,0.0
87,31658,31658.0,31707.0,0.0
65,28255,30955.0,31839.0,2700.0
72,29539,32239.0,32314.0,2700.0
74,29616,32316.0,32331.0,2700.0
93,32058,32314.0,32495.0,256.0
95,32289,32495.0,32638.0,206.0
102,32702,32702.0,32716.0,0.0
86,31345,34045.0,34282.0,2700.0
107,33200,34282.0,34334.0,1082.0
109,33656,34334.0,34481.0,678.0
115,34421,34481.0,34502.0,60.0
111,33820,34481.0,34541.0,661.0
90,31829,34529.0,34586.0,2700.0
91,31888,34588.0,34607.0,2700.0
119,34546,34586.0,34621.0,40.0
89,31823,34523.0,34627.0,2700.0
92,31929,34629.0,34636.0,2700.0
121,34673,34673.0,34681.0,0.0
117,34471,34541.0,34741.0,70.0
96,32435,35163.0,35170.0,2728.0
97,32463,35163.0,35222.0,2700.0
124,35269,35269.0,35276.0,0.0
122,34856,34856.0,35588.0,0.0
127,35593,35593.0,35603.0,0.0
104,32974,35674.0,35725.0,2700.0
106,33114,35814.0,35824.0,2700.0
128,35663,35663.0,36390.0,0.0
135,36149,36390.0,36510.0,241.0
110,33806,36506.0,36525.0,2700.0
136,36204,36510.0,36643.0,306.0
98,32513,32638.0,36672.0,125.0
138,36451,36643.0,36809.0,192.0
144,36965,36965.0,37558.0,0.0
146,37087,37558.0,37681.0,471.0
147,37304,37558.0,37710.0,254.0
154,37562,37710.0,37846.0,148.0
155,37701,37846.0,38018.0,145.0
126,35572,38272.0,38335.0,2700.0
160,38147,38445.0,38515.0,298.0
157,37877,38018.0,38584.0,141.0
133,36027,38727.0,38780.0,2700.0
137,36396,39151.0,39159.0,2755.0
159,37905,38584.0,39391.0,679.0
163,38716,39391.0,39398.0,675.0
141,36709,39427.0,39578.0,2718.0
142,36716,39418.0,39708.0,2702.0
150,37436,40136.0,40165.0,2700.0
140,36641,39407.0,40192.0,2766.0
151,37439,40139.0,40210.0,2700.0
173,40393,40393.0,40471.0,0.0
156,37826,40546.0,40615.0,2720.0
